76.15	-0.239828257159012
79.65	-0.231332773441467
82.65	-0.222311020821065
85.15	-0.219679676306782
88.15	-0.213665174559847
91.15	-0.210507561142707
93.65	-0.21088346750189
96.15	-0.210507561142707
99.15	-0.20998129223985
444.65	-0.20907911697781
104.15	-0.208252122987606
439.65	-0.198628920192511
109.15	-0.181412408941911
111.15	-0.15810621467254
113.65	-0.150212181129688
116.15	-0.143596229208061
118.65	-0.136228464568066
120.65	-0.124049098530523
123.15	-0.102998342416253
125.15	-0.0159384296293764
127.15	0.0710463018856635
129.65	0.0721740209632137
131.65	0.072098839691377
134.15	0.0717229333321936
136.15	0.0717229333321936
138.15	0.0716477520603569
140.15	0.0715725707885202
142.15	0.0715725707885202

